file_name,invoice_id,invoice_number,invoice_date,due_date,vendor_name,vendor_address,buyer_name,buyer_address,buyer_email,buyer_phone,buyer_website,totals_subtotal,totals_discount,totals_taxes,totals_total_amount,bank_name,bank_address,bank_city,bank_state,bank_zip,bank_country,notes,terms,line_item_id,description,quantity,unit_price,amount,bank_branch_name,bank_account_number,bank_swift_code,vendor_email,vendor_gstin,vendor_website
42.json,,INV48337135,2012-09-13,1994-12-18,Murphy-Gallegos,"045 David Walk Suite 362, East Robert, NV 70596 US",Elizabeth Hughes,"66000 Williams Springs Apt. 228, Lewisborough, MA 32473 US",perezleslie@example.net,+1(035)985-2361,https://ward-mathews.com/,396.23,,19.43,405.71,,,,,,,Thank you for choosing us!,Total in words: four hundred and five point seven one,,Name pick best movement.,2.0,95.98,191.96,,,,,,
42.json,,INV48337135,2012-09-13,1994-12-18,Murphy-Gallegos,"045 David Walk Suite 362, East Robert, NV 70596 US",Elizabeth Hughes,"66000 Williams Springs Apt. 228, Lewisborough, MA 32473 US",perezleslie@example.net,+1(035)985-2361,https://ward-mathews.com/,396.23,,19.43,405.71,,,,,,,Thank you for choosing us!,Total in words: four hundred and five point seven one,,President current.,3.0,68.09,204.27,,,,,,
43.json,,2Y2M7d-846,2005-02-23,,,"66636 Hernandez Loaf Suite 714, Lisafurt, LA 33980 US",Kelly Keller,"989 Laura Walks Suite 199, Lake Tracy, GU 67786 US",patrick41@example.org,+1(358)481-6807,https://nichols-hernandez.biz/,257.76,,,266.63,,,,,,,All payments to be made in cash. Contact us for queries on these quotations.,Total in words: two hundred and sixty-six point six three,,Career theory.,5.0,8.4,42.0,,,,,,
43.json,,2Y2M7d-846,2005-02-23,,,"66636 Hernandez Loaf Suite 714, Lisafurt, LA 33980 US",Kelly Keller,"989 Laura Walks Suite 199, Lake Tracy, GU 67786 US",patrick41@example.org,+1(358)481-6807,https://nichols-hernandez.biz/,257.76,,,266.63,,,,,,,All payments to be made in cash. Contact us for queries on these quotations.,Total in words: two hundred and sixty-six point six three,,Major expect statement.,3.0,25.62,76.86,,,,,,
43.json,,2Y2M7d-846,2005-02-23,,,"66636 Hernandez Loaf Suite 714, Lisafurt, LA 33980 US",Kelly Keller,"989 Laura Walks Suite 199, Lake Tracy, GU 67786 US",patrick41@example.org,+1(358)481-6807,https://nichols-hernandez.biz/,257.76,,,266.63,,,,,,,All payments to be made in cash. Contact us for queries on these quotations.,Total in words: two hundred and sixty-six point six three,,By wife perhaps.,6.0,23.15,138.9,,,,,,
47.json,,INV/87-40/070,2021-05-21,1997-06-17,White and Sons,,Joseph Kaufman,"3166 Chad Underpass Suite 961, Guzmanside, ID 37289 US",bradley79@example.net,+1(508)118-3312,http://lee-moyer.info/,883.15,,79.48,886.97,,,,,,,,,,Anyone best.,4.0,11.14,44.56,,,,,,
47.json,,INV/87-40/070,2021-05-21,1997-06-17,White and Sons,,Joseph Kaufman,"3166 Chad Underpass Suite 961, Guzmanside, ID 37289 US",bradley79@example.net,+1(508)118-3312,http://lee-moyer.info/,883.15,,79.48,886.97,,,,,,,,,,Tough money south.,3.0,69.64,208.92,,,,,,
47.json,,INV/87-40/070,2021-05-21,1997-06-17,White and Sons,,Joseph Kaufman,"3166 Chad Underpass Suite 961, Guzmanside, ID 37289 US",bradley79@example.net,+1(508)118-3312,http://lee-moyer.info/,883.15,,79.48,886.97,,,,,,,,,,Dinner evidence his.,1.0,6.06,6.06,,,,,,
47.json,,INV/87-40/070,2021-05-21,1997-06-17,White and Sons,,Joseph Kaufman,"3166 Chad Underpass Suite 961, Guzmanside, ID 37289 US",bradley79@example.net,+1(508)118-3312,http://lee-moyer.info/,883.15,,79.48,886.97,,,,,,,,,,Admit without true.,4.0,92.54,370.16,,,,,,
47.json,,INV/87-40/070,2021-05-21,1997-06-17,White and Sons,,Joseph Kaufman,"3166 Chad Underpass Suite 961, Guzmanside, ID 37289 US",bradley79@example.net,+1(508)118-3312,http://lee-moyer.info/,883.15,,79.48,886.97,,,,,,,,,,Huge scientist general.,5.0,50.69,253.45,,,,,,
49.json,,INV/88-98/805,2004-02-28,2022-08-07,"Parker, Phillips and Thomas","8580 Morgan Forge Suite 534, North Michaelchester, VT 71194 US",Matthew Bradley,"18077 Kayla Island, Andrewborough, MH 26704 US",ineal@example.net,+1(095)250-7945,https://www.obrien.biz/,499.15,,,516.38,State Bank of California,,,,,,,,,Be.,6.0,28.7,172.2,Raf CAMP,11662852.0,SBININBB250,,,
49.json,,INV/88-98/805,2004-02-28,2022-08-07,"Parker, Phillips and Thomas","8580 Morgan Forge Suite 534, North Michaelchester, VT 71194 US",Matthew Bradley,"18077 Kayla Island, Andrewborough, MH 26704 US",ineal@example.net,+1(095)250-7945,https://www.obrien.biz/,499.15,,,516.38,State Bank of California,,,,,,,,,Receive itself keep.,3.0,36.35,109.05,Raf CAMP,11662852.0,SBININBB250,,,
49.json,,INV/88-98/805,2004-02-28,2022-08-07,"Parker, Phillips and Thomas","8580 Morgan Forge Suite 534, North Michaelchester, VT 71194 US",Matthew Bradley,"18077 Kayla Island, Andrewborough, MH 26704 US",ineal@example.net,+1(095)250-7945,https://www.obrien.biz/,499.15,,,516.38,State Bank of California,,,,,,,,,Apply over statement.,5.0,43.58,217.9,Raf CAMP,11662852.0,SBININBB250,,,
50.json,,INV15963902,2000-05-26,2001-03-21,Kelly-Moss,"6030 Willie Shores Suite 354, Guerraton, TX 60058 US",Lawrence Mills,"8640 Smith Square Apt. 450, Cranebury, MN 05215 US",brownchristopher@example.org,+1(283)385-6245,https://hamilton.com/,826.16,,462.65,851.51,,,,,,,,,,Leader that.,5.0,74.32,371.6,,,,,,
50.json,,INV15963902,2000-05-26,2001-03-21,Kelly-Moss,"6030 Willie Shores Suite 354, Guerraton, TX 60058 US",Lawrence Mills,"8640 Smith Square Apt. 450, Cranebury, MN 05215 US",brownchristopher@example.org,+1(283)385-6245,https://hamilton.com/,826.16,,462.65,851.51,,,,,,,,,,Treat shoulder.,5.0,74.49,372.45,,,,,,
50.json,,INV15963902,2000-05-26,2001-03-21,Kelly-Moss,"6030 Willie Shores Suite 354, Guerraton, TX 60058 US",Lawrence Mills,"8640 Smith Square Apt. 450, Cranebury, MN 05215 US",brownchristopher@example.org,+1(283)385-6245,https://hamilton.com/,826.16,,462.65,851.51,,,,,,,,,,Pull movement son.,1.0,76.66,76.66,,,,,,
50.json,,INV15963902,2000-05-26,2001-03-21,Kelly-Moss,"6030 Willie Shores Suite 354, Guerraton, TX 60058 US",Lawrence Mills,"8640 Smith Square Apt. 450, Cranebury, MN 05215 US",brownchristopher@example.org,+1(283)385-6245,https://hamilton.com/,826.16,,462.65,851.51,,,,,,,,,,Again evening more.,5.0,1.09,5.45,,,,,,
51.json,,5Y4M9d-284,2012-09-29,2003-04-04,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Margaret Flores,"74838 Smith Pines, East Mariah, DE 11741 US",sabrina92@example.org,+1(798)014-6137,https://young.com/,882.92,,,882.92,,,,,,,Thank you for choosing us!,,,Provide picture particular.,4.0,69.69,278.76,,,,,,
51.json,,5Y4M9d-284,2012-09-29,2003-04-04,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Margaret Flores,"74838 Smith Pines, East Mariah, DE 11741 US",sabrina92@example.org,+1(798)014-6137,https://young.com/,882.92,,,882.92,,,,,,,Thank you for choosing us!,,,What alone.,3.0,45.93,137.79,,,,,,
51.json,,5Y4M9d-284,2012-09-29,2003-04-04,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Margaret Flores,"74838 Smith Pines, East Mariah, DE 11741 US",sabrina92@example.org,+1(798)014-6137,https://young.com/,882.92,,,882.92,,,,,,,Thank you for choosing us!,,,Sea car word.,2.0,88.3,176.6,,,,,,
51.json,,5Y4M9d-284,2012-09-29,2003-04-04,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Margaret Flores,"74838 Smith Pines, East Mariah, DE 11741 US",sabrina92@example.org,+1(798)014-6137,https://young.com/,882.92,,,882.92,,,,,,,Thank you for choosing us!,,,Keep song citizen.,2.0,49.96,99.92,,,,,,
51.json,,5Y4M9d-284,2012-09-29,2003-04-04,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Margaret Flores,"74838 Smith Pines, East Mariah, DE 11741 US",sabrina92@example.org,+1(798)014-6137,https://young.com/,882.92,,,882.92,,,,,,,Thank you for choosing us!,,,Hotel time effect.,5.0,37.97,189.85,,,,,,
53.json,,9Y2M9d-571,2004-02-26,2001-08-23,Murphy-Gallegos,"045 David Walk Suite 362, East Robert, NV 70596 US",Travis Shaffer,"880 Barry Common Apt. 920, North Kelseyborough, AK 55900 US",rwhite@example.org,+1(457)576-6082,https://www.austin-massey.info/,461.07,,26.59,474.8,,,,,,,Thank you for choosing us!,Total in words: four hundred and seventy-four point eight,,Large explain response.,5.0,44.13,220.65,,,,,,
53.json,,9Y2M9d-571,2004-02-26,2001-08-23,Murphy-Gallegos,"045 David Walk Suite 362, East Robert, NV 70596 US",Travis Shaffer,"880 Barry Common Apt. 920, North Kelseyborough, AK 55900 US",rwhite@example.org,+1(457)576-6082,https://www.austin-massey.info/,461.07,,26.59,474.8,,,,,,,Thank you for choosing us!,Total in words: four hundred and seventy-four point eight,,Sometimes none conference.,6.0,40.07,240.42,,,,,,
57.json,,,2019-04-18,1997-12-06,,"16424 Timothy Mission, Markville, AK 58294 US",Jasmine Davis,"911 Wallace Camp Suite 905, New Lindahaven, PW 51031 US",vbarnes@example.org,+1(810)203-4116,https://ortiz.com/,592.65,22.64,25.66,590.93,State Bank of Europe,,,,,,Thank you for choosing us!,Total in words: five hundred and ninety point nine three,,Attack water.,1.0,11.11,11.11,Raf CAMP,18582412.0,SBININBB250,,,
57.json,,,2019-04-18,1997-12-06,,"16424 Timothy Mission, Markville, AK 58294 US",Jasmine Davis,"911 Wallace Camp Suite 905, New Lindahaven, PW 51031 US",vbarnes@example.org,+1(810)203-4116,https://ortiz.com/,592.65,22.64,25.66,590.93,State Bank of Europe,,,,,,Thank you for choosing us!,Total in words: five hundred and ninety point nine three,,Stuff choice.,4.0,98.39,393.56,Raf CAMP,18582412.0,SBININBB250,,,
57.json,,,2019-04-18,1997-12-06,,"16424 Timothy Mission, Markville, AK 58294 US",Jasmine Davis,"911 Wallace Camp Suite 905, New Lindahaven, PW 51031 US",vbarnes@example.org,+1(810)203-4116,https://ortiz.com/,592.65,22.64,25.66,590.93,State Bank of Europe,,,,,,Thank you for choosing us!,Total in words: five hundred and ninety point nine three,,Offer today over.,6.0,31.33,187.98,Raf CAMP,18582412.0,SBININBB250,,,
6.json,,2637-094,2002-07-10,,Patel-Reid,"223 Kristen Mission Suite 986, Hernandezport, DE 40016 US",Peter Casey,"61452 William Mountain, West Dennis, NJ 43110 US",reedrussell@example.org,+1(204)353-6595,http://mcguire.com/,550.14,,,550.14,,,,,,,Total payment due in 14 days.,,602334.0,Between must.,6.0,17.79,106.74,,,,,,
6.json,,2637-094,2002-07-10,,Patel-Reid,"223 Kristen Mission Suite 986, Hernandezport, DE 40016 US",Peter Casey,"61452 William Mountain, West Dennis, NJ 43110 US",reedrussell@example.org,+1(204)353-6595,http://mcguire.com/,550.14,,,550.14,,,,,,,Total payment due in 14 days.,,168750.0,Become three.,3.0,87.27,261.81,,,,,,
6.json,,2637-094,2002-07-10,,Patel-Reid,"223 Kristen Mission Suite 986, Hernandezport, DE 40016 US",Peter Casey,"61452 William Mountain, West Dennis, NJ 43110 US",reedrussell@example.org,+1(204)353-6595,http://mcguire.com/,550.14,,,550.14,,,,,,,Total payment due in 14 days.,,546730.0,We add.,4.0,28.92,115.68,,,,,,
6.json,,2637-094,2002-07-10,,Patel-Reid,"223 Kristen Mission Suite 986, Hernandezport, DE 40016 US",Peter Casey,"61452 William Mountain, West Dennis, NJ 43110 US",reedrussell@example.org,+1(204)353-6595,http://mcguire.com/,550.14,,,550.14,,,,,,,Total payment due in 14 days.,,564268.0,President occur star.,1.0,20.38,20.38,,,,,,
6.json,,2637-094,2002-07-10,,Patel-Reid,"223 Kristen Mission Suite 986, Hernandezport, DE 40016 US",Peter Casey,"61452 William Mountain, West Dennis, NJ 43110 US",reedrussell@example.org,+1(204)353-6595,http://mcguire.com/,550.14,,,550.14,,,,,,,Total payment due in 14 days.,,527723.0,Today college section.,1.0,45.53,45.53,,,,,,
61.json,,9Y4M2d-488,2002-10-26,1998-03-02,,"02850 Nicole Ferry Apt. 873, Lake Antonishire, MA 17317 US",,,,,,480.75,,,484.9,Central Bank of England,,,,,,All payments to be made in cash. Contact us for queries on these quotations.,Terms and Conditions: will be charged if payment is not made within the due date.,228605.0,Tonight fund human side.,2.0,45.38,90.76,Raf CAMP,19819762.0,SBININBB250,,,
61.json,,9Y4M2d-488,2002-10-26,1998-03-02,,"02850 Nicole Ferry Apt. 873, Lake Antonishire, MA 17317 US",,,,,,480.75,,,484.9,Central Bank of England,,,,,,All payments to be made in cash. Contact us for queries on these quotations.,Terms and Conditions: will be charged if payment is not made within the due date.,989537.0,Whole main tough.,5.0,40.77,203.85,Raf CAMP,19819762.0,SBININBB250,,,
61.json,,9Y4M2d-488,2002-10-26,1998-03-02,,"02850 Nicole Ferry Apt. 873, Lake Antonishire, MA 17317 US",,,,,,480.75,,,484.9,Central Bank of England,,,,,,All payments to be made in cash. Contact us for queries on these quotations.,Terms and Conditions: will be charged if payment is not made within the due date.,569233.0,Form enough.,2.0,93.07,186.14,Raf CAMP,19819762.0,SBININBB250,,,
67.json,,INV/05-63/473,2013-11-12,2000-01-15,Brooks LLC,"9950 Santos Squares, Garzafurt, MH 31937 US",Laura Adkins,"6097 Krystal Skyway Suite 977, East Christopherstown, SC 91004 US",brianna04@example.org,+1(208)907-1981,http://www.kerr-patton.com/,217.91,,19.61,226.66,Central Bank of California,,,,,,Total payment due in 14 days.,Total in words: two hundred and twenty-six point six six,398925.0,Feel night trip.,1.0,41.54,41.54,Raf CAMP,11110838.0,SBININBB250,,,
67.json,,INV/05-63/473,2013-11-12,2000-01-15,Brooks LLC,"9950 Santos Squares, Garzafurt, MH 31937 US",Laura Adkins,"6097 Krystal Skyway Suite 977, East Christopherstown, SC 91004 US",brianna04@example.org,+1(208)907-1981,http://www.kerr-patton.com/,217.91,,19.61,226.66,Central Bank of California,,,,,,Total payment due in 14 days.,Total in words: two hundred and twenty-six point six six,14027.0,Great claim try.,3.0,36.56,109.68,Raf CAMP,11110838.0,SBININBB250,,,
67.json,,INV/05-63/473,2013-11-12,2000-01-15,Brooks LLC,"9950 Santos Squares, Garzafurt, MH 31937 US",Laura Adkins,"6097 Krystal Skyway Suite 977, East Christopherstown, SC 91004 US",brianna04@example.org,+1(208)907-1981,http://www.kerr-patton.com/,217.91,,19.61,226.66,Central Bank of California,,,,,,Total payment due in 14 days.,Total in words: two hundred and twenty-six point six six,58820.0,Respond indeed.,1.0,66.69,66.69,Raf CAMP,11110838.0,SBININBB250,,,
68.json,,INV/81-29/926,2020-06-04,2003-05-13,Morton-Leach,"98324 Espinoza View, North Olivia, NY 66612 US",Brittany Ramos,"72262 Dominguez Pine Suite 236, Campobesrg, NY 99238 US",lsanchez@example.net,+1(183)822-7670,http://peterson.com/,302.08,,11.18,307.82,State Bank of India,,,,,,This order is shipped through blue dart courier,,,Smile personal.,6.0,26.85,161.1,Raf CAMP,20000004512.0,SBININBB250,,,
68.json,,INV/81-29/926,2020-06-04,2003-05-13,Morton-Leach,"98324 Espinoza View, North Olivia, NY 66612 US",Brittany Ramos,"72262 Dominguez Pine Suite 236, Campobesrg, NY 99238 US",lsanchez@example.net,+1(183)822-7670,http://peterson.com/,302.08,,11.18,307.82,State Bank of India,,,,,,This order is shipped through blue dart courier,,,Floor military remain.,2.0,70.49,140.98,Raf CAMP,20000004512.0,SBININBB250,,,
7.json,,INV/62-03/343,2002-08-05,2004-12-04,"Graham, Carrillo and Stark","8110 Lee Haven, West Michele, IN 23979 US",Katie Phillips,"4020 Johnny Fork, South Kimburgh, AZ 84325 US",delgadowilliam@example.net,+1(968)592-7253,http://barker.com/,722.28,,,720.38,State Bank of Europe,,,,,,Total in words: seven hundred and twenty point three eight.,1. Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. 2. Please include the Invoice number in your payment notes.,,Behind citizen.,6.0,,,,,,,,
7.json,,INV/62-03/343,2002-08-05,2004-12-04,"Graham, Carrillo and Stark","8110 Lee Haven, West Michele, IN 23979 US",Katie Phillips,"4020 Johnny Fork, South Kimburgh, AZ 84325 US",delgadowilliam@example.net,+1(968)592-7253,http://barker.com/,722.28,,,720.38,State Bank of Europe,,,,,,Total in words: seven hundred and twenty point three eight.,1. Please send payment within 8 days of receiving this invoice. There will be a 2.5% interest charge per month on late invoices. 2. Please include the Invoice number in your payment notes.,,Prove meeting near.,6.0,,,,,,,,
73.json,,,2005-12-16,1999-09-16,,"05866 Velazquez Mount, North Diane, NJ 20651 US",Sara Brown,"202 Fuller Causeway, Alexville, FM 55286 US",edwardflowers@example.com,+1(057)559-5528,https://www.brock.com/,635.62,,42.3,649.95,,,,,,,,,,Sound approach.,6.0,3.34,20.04,,,,,,
73.json,,,2005-12-16,1999-09-16,,"05866 Velazquez Mount, North Diane, NJ 20651 US",Sara Brown,"202 Fuller Causeway, Alexville, FM 55286 US",edwardflowers@example.com,+1(057)559-5528,https://www.brock.com/,635.62,,42.3,649.95,,,,,,,,,,Interesting ball role.,4.0,39.27,157.08,,,,,,
73.json,,,2005-12-16,1999-09-16,,"05866 Velazquez Mount, North Diane, NJ 20651 US",Sara Brown,"202 Fuller Causeway, Alexville, FM 55286 US",edwardflowers@example.com,+1(057)559-5528,https://www.brock.com/,635.62,,42.3,649.95,,,,,,,,,,Listen.,4.0,92.44,369.76,,,,,,
73.json,,,2005-12-16,1999-09-16,,"05866 Velazquez Mount, North Diane, NJ 20651 US",Sara Brown,"202 Fuller Causeway, Alexville, FM 55286 US",edwardflowers@example.com,+1(057)559-5528,https://www.brock.com/,635.62,,42.3,649.95,,,,,,,,,,Entire machine source.,1.0,88.74,88.74,,,,,,
74.json,,INV/55-79/951,2020-04-19,,,"233 Foster Gardens, Johnburgh, ID 41900 US",Jason Hurst,"63567 Janice Trace Apt. 298, West Michaelbury, GA 26918 US",hthomas@example.org,+1(773)807-3019,https://ramirez.com/,764.84,,32.44,762.86,,,,,,,This order is shipped through blue dart courier,Total in words: seven hundred and sixty-two point eight six,576324.0,Later able either wrong.,1.0,23.11,23.11,,,,,,
74.json,,INV/55-79/951,2020-04-19,,,"233 Foster Gardens, Johnburgh, ID 41900 US",Jason Hurst,"63567 Janice Trace Apt. 298, West Michaelbury, GA 26918 US",hthomas@example.org,+1(773)807-3019,https://ramirez.com/,764.84,,32.44,762.86,,,,,,,This order is shipped through blue dart courier,Total in words: seven hundred and sixty-two point eight six,334505.0,Stand expect.,4.0,45.64,182.56,,,,,,
74.json,,INV/55-79/951,2020-04-19,,,"233 Foster Gardens, Johnburgh, ID 41900 US",Jason Hurst,"63567 Janice Trace Apt. 298, West Michaelbury, GA 26918 US",hthomas@example.org,+1(773)807-3019,https://ramirez.com/,764.84,,32.44,762.86,,,,,,,This order is shipped through blue dart courier,Total in words: seven hundred and sixty-two point eight six,832003.0,Particularly area.,3.0,82.95,248.85,,,,,,
74.json,,INV/55-79/951,2020-04-19,,,"233 Foster Gardens, Johnburgh, ID 41900 US",Jason Hurst,"63567 Janice Trace Apt. 298, West Michaelbury, GA 26918 US",hthomas@example.org,+1(773)807-3019,https://ramirez.com/,764.84,,32.44,762.86,,,,,,,This order is shipped through blue dart courier,Total in words: seven hundred and sixty-two point eight six,586735.0,Couple open population.,6.0,4.76,28.56,,,,,,
74.json,,INV/55-79/951,2020-04-19,,,"233 Foster Gardens, Johnburgh, ID 41900 US",Jason Hurst,"63567 Janice Trace Apt. 298, West Michaelbury, GA 26918 US",hthomas@example.org,+1(773)807-3019,https://ramirez.com/,764.84,,32.44,762.86,,,,,,,This order is shipped through blue dart courier,Total in words: seven hundred and sixty-two point eight six,866522.0,Process participant paper.,4.0,70.44,281.76,,,,,,
75.json,,,2017-06-14,2022-11-06,Fernandez PLC,"2942 Gary Village Suite 237, New Yolandaland, IL 18166 US",,,,,,,,,398.17,Central Bank of California,,,,,,Thank you for your business!,1. Please send payment within 8 days of receiving this invoice. 2. There will be a 2.5% interest charge per month on late invoices. 3. Please include the Invoice number in your payment notes.,25386.0,Guy stock always quickly.,1.0,69.76,69.76,Raf CAMP,16773920.0,SBININBB250,,,
75.json,,,2017-06-14,2022-11-06,Fernandez PLC,"2942 Gary Village Suite 237, New Yolandaland, IL 18166 US",,,,,,,,,398.17,Central Bank of California,,,,,,Thank you for your business!,1. Please send payment within 8 days of receiving this invoice. 2. There will be a 2.5% interest charge per month on late invoices. 3. Please include the Invoice number in your payment notes.,259546.0,Think nor.,2.0,36.66,73.32,Raf CAMP,16773920.0,SBININBB250,,,
75.json,,,2017-06-14,2022-11-06,Fernandez PLC,"2942 Gary Village Suite 237, New Yolandaland, IL 18166 US",,,,,,,,,398.17,Central Bank of California,,,,,,Thank you for your business!,1. Please send payment within 8 days of receiving this invoice. 2. There will be a 2.5% interest charge per month on late invoices. 3. Please include the Invoice number in your payment notes.,341274.0,Short.,5.0,21.27,106.35,Raf CAMP,16773920.0,SBININBB250,,,
75.json,,,2017-06-14,2022-11-06,Fernandez PLC,"2942 Gary Village Suite 237, New Yolandaland, IL 18166 US",,,,,,,,,398.17,Central Bank of California,,,,,,Thank you for your business!,1. Please send payment within 8 days of receiving this invoice. 2. There will be a 2.5% interest charge per month on late invoices. 3. Please include the Invoice number in your payment notes.,911993.0,Eat finally available.,5.0,26.69,133.45,Raf CAMP,16773920.0,SBININBB250,,,
77.json,,INV63917375,2004-08-29,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Brooke Baldwin,"0901 Ward Prairie, Lake Brianfurt, TX 83758 US",msetes@example.org,+1(277)671-7598,http://orr.com/,608.64,,,604.36,,,,,,,,,,Pm likely practice.,6.0,56.02,336.12,,,,amanda25@example.org,,
77.json,,INV63917375,2004-08-29,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Brooke Baldwin,"0901 Ward Prairie, Lake Brianfurt, TX 83758 US",msetes@example.org,+1(277)671-7598,http://orr.com/,608.64,,,604.36,,,,,,,,,,Federal.,3.0,27.86,83.58,,,,amanda25@example.org,,
77.json,,INV63917375,2004-08-29,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Brooke Baldwin,"0901 Ward Prairie, Lake Brianfurt, TX 83758 US",msetes@example.org,+1(277)671-7598,http://orr.com/,608.64,,,604.36,,,,,,,,,,Out with throw call.,3.0,62.98,188.94,,,,amanda25@example.org,,
79.json,,5875-863,2001-10-28,2018-03-03,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",William Montoya,"68833 Melissa Mount, South Danniellestad, DC 30815 US",leonardnelson@example.org,+1(485)385-6356,http://ward.net/,1050.86,,63.11,1094.0,,,,,,,Total in words: one thousand and ninety-four,,,Thing hand.,2.0,27.12,,,,,,04AR0PO98743125,
79.json,,5875-863,2001-10-28,2018-03-03,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",William Montoya,"68833 Melissa Mount, South Danniellestad, DC 30815 US",leonardnelson@example.org,+1(485)385-6356,http://ward.net/,1050.86,,63.11,1094.0,,,,,,,Total in words: one thousand and ninety-four,,,Report brother.,1.0,68.78,,,,,,04AR0PO98743125,
79.json,,5875-863,2001-10-28,2018-03-03,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",William Montoya,"68833 Melissa Mount, South Danniellestad, DC 30815 US",leonardnelson@example.org,+1(485)385-6356,http://ward.net/,1050.86,,63.11,1094.0,,,,,,,Total in words: one thousand and ninety-four,,,Less defense.,3.0,71.63,,,,,,04AR0PO98743125,
79.json,,5875-863,2001-10-28,2018-03-03,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",William Montoya,"68833 Melissa Mount, South Danniellestad, DC 30815 US",leonardnelson@example.org,+1(485)385-6356,http://ward.net/,1050.86,,63.11,1094.0,,,,,,,Total in words: one thousand and ninety-four,,,Company whatever after.,3.0,97.03,,,,,,04AR0PO98743125,
79.json,,5875-863,2001-10-28,2018-03-03,"Berg, Ward and Wright","5776 Whitney Meadow, West Adriennebury, ID 40049 US",William Montoya,"68833 Melissa Mount, South Danniellestad, DC 30815 US",leonardnelson@example.org,+1(485)385-6356,http://ward.net/,1050.86,,63.11,1094.0,,,,,,,Total in words: one thousand and ninety-four,,,Find song.,6.0,70.31,,,,,,04AR0PO98743125,
80.json,,INV/00-14/786,2003-05-24,2010-02-05,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Kristina Ayers,"4348 Norris Dale Apt. 891, Michellechester, IA 43482 US",sarah26@example.net,+1(208)592-6350,https://www.green-barnes.com/,,,,,,,,,,,This order is shipped through blue dart courier,,,Knowledge prepare.,5.0,8.04,40.2,,,,,GSTIN4321AAD22,
80.json,,INV/00-14/786,2003-05-24,2010-02-05,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Kristina Ayers,"4348 Norris Dale Apt. 891, Michellechester, IA 43482 US",sarah26@example.net,+1(208)592-6350,https://www.green-barnes.com/,,,,,,,,,,,This order is shipped through blue dart courier,,,Arm total.,3.0,25.3,75.9,,,,,GSTIN4321AAD22,
80.json,,INV/00-14/786,2003-05-24,2010-02-05,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Kristina Ayers,"4348 Norris Dale Apt. 891, Michellechester, IA 43482 US",sarah26@example.net,+1(208)592-6350,https://www.green-barnes.com/,,,,,,,,,,,This order is shipped through blue dart courier,,,Partner everything process.,3.0,69.57,208.71,,,,,GSTIN4321AAD22,
80.json,,INV/00-14/786,2003-05-24,2010-02-05,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Kristina Ayers,"4348 Norris Dale Apt. 891, Michellechester, IA 43482 US",sarah26@example.net,+1(208)592-6350,https://www.green-barnes.com/,,,,,,,,,,,This order is shipped through blue dart courier,,,Instead best both.,5.0,78.15,390.75,,,,,GSTIN4321AAD22,
80.json,,INV/00-14/786,2003-05-24,2010-02-05,Yoder LLC,"010 Jeffrey Glens, Port Toddport, DC 16594 US",Kristina Ayers,"4348 Norris Dale Apt. 891, Michellechester, IA 43482 US",sarah26@example.net,+1(208)592-6350,https://www.green-barnes.com/,,,,,,,,,,,This order is shipped through blue dart courier,,,Final interview.,3.0,30.65,91.95,,,,,GSTIN4321AAD22,
82.json,,INV/24-39/636,2008-07-14,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Matthew Bryant,"83350 Garrett Ranch Apt. 037, Calderonhaven, UT 61669 US",mckenziesweeney@example.org,+(544)915-7875,http://www.brown.org/,1166.78,,,1154.02,,,,,,,,,,Society address.,1.0,60.19,60.19,,,,amanda25@example.org,,
82.json,,INV/24-39/636,2008-07-14,,Woods-Gibbs,"696 Thompson Forest, Ashleybury, AR 73994 US",Matthew Bryant,"83350 Garrett Ranch Apt. 037, Calderonhaven, UT 61669 US",mckenziesweeney@example.org,+(544)915-7875,http://www.brown.org/,1166.78,,,1154.02,,,,,,,,,,Likely we.,4.0,97.96,391.84,,,,amanda25@example.org,,
